puma,period,ridership,baseline_ridership,baseline_comparison,omny_pct
4103,2020-07-01,610683,2841771.6,0.2149,0.0
4103,2020-08-01,696509,2778992.0,0.2506,2.14
4103,2020-09-01,833731,2776775.8,0.3003,6.77
4103,2020-10-01,933360,3040663.4,0.307,8.85
4103,2020-11-01,853713,2842943.8,0.3003,10.33
4103,2020-12-01,840061,2888262.2,0.2909,12.5
4103,2021-01-01,805450,2757775.6,0.2921,14.84
4103,2021-02-01,782453,2552574.4,0.3065,17.59
4103,2021-03-01,1034255,3057809.8,0.3382,18.98
4103,2021-04-01,1107528,2906602.6,0.381,21.51
4103,2021-05-01,1272115,3023247.2,0.4208,24.24
4103,2021-06-01,1521188,2976245.6,0.5111,26.84
4103,2021-07-01,1632485,2841771.6,0.5745,29.41
4103,2021-08-01,1554450,2778992.0,0.5594,30.29
4103,2021-09-01,1744675,2776775.8,0.6283,30.58
4103,2021-10-01,2003514,3040663.4,0.6589,31.96
4103,2021-11-01,1910986,2842943.8,0.6722,32.39
4103,2021-12-01,1789752,2888262.2,0.6197,31.52
4103,2022-01-01,1458502,2757775.6,0.5289,33.01
4103,2022-02-01,1606140,2552574.4,0.6292,35.69
4103,2022-03-01,1975112,3057809.8,0.6459,36.43
4103,2022-04-01,1898798,2906602.6,0.6533,39.25
4103,2022-05-01,2012524,3023247.2,0.6657,39.87
4103,2022-06-01,2053257,2976245.6,0.6899,42.31
4103,2022-07-01,1905807,2841771.6,0.6706,45.0
4103,2022-08-01,1895957,2778992.0,0.6822,45.18
4103,2022-09-01,2062269,2776775.8,0.7427,46.76
4103,2022-10-01,2235732,3040663.4,0.7353,47.3
4103,2022-11-01,2093592,2842943.8,0.7364,47.42
4103,2022-12-01,2163928,2888262.2,0.7492,47.78
4103,2023-01-01,2081085,2757775.6,0.7546,48.81
4103,2023-02-01,2008001,2552574.4,0.7867,49.79
4103,2023-03-01,2404797,3057809.8,0.7864,49.17
4103,2023-04-01,2264672,2906602.6,0.7791,51.21
4103,2023-05-01,2503854,3023247.2,0.8282,50.55
4103,2023-06-01,2325608,2976245.6,0.7814,52.65
4103,2023-07-01,2238577,2841771.6,0.7877,54.37
4103,2023-08-01,2153543,2778992.0,0.7749,54.2
4103,2023-09-01,2315857,2776775.8,0.834,54.16
4103,2023-10-01,2507570,3040663.4,0.8247,53.72
4103,2023-11-01,2296705,2842943.8,0.8079,54.32
4103,2023-12-01,2374995,2888262.2,0.8223,55.75
4103,2024-01-01,2210439,2757775.6,0.8015,55.94
4103,2024-02-01,2138260,2552574.4,0.8377,56.89
4103,2024-03-01,2366495,3057809.8,0.7739,57.08
4103,2024-04-01,2284678,2906602.6,0.786,57.51
4103,2024-05-01,2496487,3023247.2,0.8258,57.99
4103,2024-06-01,2278056,2976245.6,0.7654,60.48
4103,2024-07-01,2212190,2841771.6,0.7785,62.36
4103,2024-08-01,2172626,2778992.0,0.7818,63.32
4103,2024-09-01,2413284,2776775.8,0.8691,67.22
4103,2024-10-01,2614546,3040663.4,0.8599,68.04
4103,2024-11-01,2394872,2842943.8,0.8424,69.86
4103,2024-12-01,2444539,2888262.2,0.8464,69.62
4103,2025-01-01,2365977,2757775.6,0.8579,71.07
4103,2025-02-01,2230986,2552574.4,0.874,72.94
4103,2025-03-01,2626709,3057809.8,0.859,74.08
4103,2025-04-01,2575103,2906602.6,0.8859,75.56
4103,2025-05-01,1289729,3023247.2,0.4266,73.41
4104,2020-07-01,779368,4275011.8,0.1823,8.65
4104,2020-08-01,894905,4248028.4,0.2107,10.48
4104,2020-09-01,1099496,4433573.8,0.248,11.39
4104,2020-10-01,1267667,4973045.6,0.2549,12.78
4104,2020-11-01,1141993,4460928.8,0.256,14.29
4104,2020-12-01,1151841,4355467.0,0.2645,15.55
4104,2021-01-01,1049108,4076672.4,0.2573,17.29
4104,2021-02-01,996068,3924779.2,0.2538,19.46
4104,2021-03-01,1379152,4551837.0,0.303,20.6
4104,2021-04-01,1522152,4510494.8,0.3375,22.91
4104,2021-05-01,1776736,4679651.2,0.3797,25.47
4104,2021-06-01,2161560,4606492.6,0.4692,27.42
4104,2021-07-01,2242310,4275011.8,0.5245,29.14
4104,2021-08-01,2124465,4248028.4,0.5001,29.97
4104,2021-09-01,2376153,4433573.8,0.5359,30.58
4104,2021-10-01,2827205,4973045.6,0.5685,32.19
4104,2021-11-01,2732401,4460928.8,0.6125,32.97
4104,2021-12-01,2581250,4355467.0,0.5926,32.23
4104,2022-01-01,2004402,4076672.4,0.4917,33.48
4104,2022-02-01,2166691,3924779.2,0.5521,35.71
4104,2022-03-01,2800303,4551837.0,0.6152,37.46
4104,2022-04-01,2908804,4510494.8,0.6449,39.33
4104,2022-05-01,2918469,4679651.2,0.6237,40.37
4104,2022-06-01,3130063,4606492.6,0.6795,43.5
4104,2022-07-01,2798102,4275011.8,0.6545,44.73
4104,2022-08-01,2847830,4248028.4,0.6704,45.19
4104,2022-09-01,3222377,4433573.8,0.7268,47.13
4104,2022-10-01,3477853,4973045.6,0.6993,48.0
4104,2022-11-01,3153533,4460928.8,0.7069,48.99
4104,2022-12-01,3241345,4355467.0,0.7442,49.27
4104,2023-01-01,3041019,4076672.4,0.746,51.0
4104,2023-02-01,2791825,3924779.2,0.7113,51.84
4104,2023-03-01,3587798,4551837.0,0.7882,51.92
4104,2023-04-01,3466724,4510494.8,0.7686,52.44
4104,2023-05-01,3829471,4679651.2,0.8183,53.19
4104,2023-06-01,3675533,4606492.6,0.7979,55.58
4104,2023-07-01,3400640,4275011.8,0.7955,56.22
4104,2023-08-01,3367714,4248028.4,0.7928,55.82
4104,2023-09-01,3557587,4433573.8,0.8024,56.79
4104,2023-10-01,4004390,4973045.6,0.8052,56.84
4104,2023-11-01,3659864,4460928.8,0.8204,58.16
4104,2023-12-01,3746353,4355467.0,0.8601,59.43
4104,2024-01-01,3317412,4076672.4,0.8138,60.23
4104,2024-02-01,3261314,3924779.2,0.831,61.16
4104,2024-03-01,3644992,4551837.0,0.8008,61.15
4104,2024-04-01,3736472,4510494.8,0.8284,61.42
4104,2024-05-01,3940627,4679651.2,0.8421,62.49
4104,2024-06-01,3635756,4606492.6,0.7893,65.24
4104,2024-07-01,3477051,4275011.8,0.8133,66.37
4104,2024-08-01,3373993,4248028.4,0.7942,66.67
4104,2024-09-01,3764244,4433573.8,0.849,70.17
4104,2024-10-01,4304067,4973045.6,0.8655,70.72
4104,2024-11-01,3700616,4460928.8,0.8296,72.19
4104,2024-12-01,3844675,4355467.0,0.8827,72.41
4104,2025-01-01,3565511,4076672.4,0.8746,74.06
4104,2025-02-01,3295004,3924779.2,0.8395,75.56
4104,2025-03-01,3837242,4551837.0,0.843,76.58
4104,2025-04-01,3958444,4510494.8,0.8776,78.26
4104,2025-05-01,1997061,4679651.2,0.4268,77.1
4107,2020-07-01,1422444,7492570.6,0.1898,8.49
4107,2020-08-01,1603786,7314159.2,0.2193,10.13
4107,2020-09-01,2031849,7797802.6,0.2606,10.45
4107,2020-10-01,2369690,8598488.8,0.2756,11.52
4107,2020-11-01,2164267,8125699.4,0.2663,12.72
4107,2020-12-01,2105186,7981611.0,0.2638,13.65
4107,2021-01-01,2006380,7580505.6,0.2647,15.05
4107,2021-02-01,1951382,7226491.2,0.27,16.93
4107,2021-03-01,2515980,8215087.8,0.3063,17.85
4107,2021-04-01,2738948,8172609.6,0.3351,19.68
4107,2021-05-01,3124322,8488588.0,0.3681,21.63
4107,2021-06-01,3508555,8085523.2,0.4339,22.96
4107,2021-07-01,3526287,7492570.6,0.4706,24.54
4107,2021-08-01,3483107,7314159.2,0.4762,25.67
4107,2021-09-01,4077018,7797802.6,0.5228,26.4
4107,2021-10-01,4702914,8598488.8,0.5469,27.06
4107,2021-11-01,4749840,8125699.4,0.5845,28.28
4107,2021-12-01,4389093,7981611.0,0.5499,27.77
4107,2022-01-01,3453720,7580505.6,0.4556,28.59
4107,2022-02-01,3897050,7226491.2,0.5393,30.48
4107,2022-03-01,4835031,8215087.8,0.5886,32.07
4107,2022-04-01,4731792,8172609.6,0.579,34.03
4107,2022-05-01,5006336,8488588.0,0.5898,35.55
4107,2022-06-01,4931061,8085523.2,0.6099,37.39
4107,2022-07-01,4450105,7492570.6,0.5939,39.5
4107,2022-08-01,4489209,7314159.2,0.6138,40.09
4107,2022-09-01,5139949,7797802.6,0.6592,41.75
4107,2022-10-01,5529487,8598488.8,0.6431,42.54
4107,2022-11-01,5380572,8125699.4,0.6622,43.72
4107,2022-12-01,5312015,7981611.0,0.6655,44.2
4107,2023-01-01,5033268,7580505.6,0.664,45.16
4107,2023-02-01,4761643,7226491.2,0.6589,46.16
4107,2023-03-01,5640872,8215087.8,0.6866,46.08
4107,2023-04-01,5459286,8172609.6,0.668,47.44
4107,2023-05-01,6038454,8488588.0,0.7114,48.08
4107,2023-06-01,5561740,8085523.2,0.6879,49.46
4107,2023-07-01,5057062,7492570.6,0.6749,50.96
4107,2023-08-01,5155021,7314159.2,0.7048,51.14
4107,2023-09-01,5452891,7797802.6,0.6993,51.87
4107,2023-10-01,6124423,8598488.8,0.7123,51.54
4107,2023-11-01,5903139,8125699.4,0.7265,53.35
4107,2023-12-01,5659790,7981611.0,0.7091,54.0
4107,2024-01-01,5124542,7580505.6,0.676,54.56
4107,2024-02-01,5187163,7226491.2,0.7178,55.59
4107,2024-03-01,5825940,8215087.8,0.7092,56.24
4107,2024-04-01,5784556,8172609.6,0.7078,56.27
4107,2024-05-01,6117533,8488588.0,0.7207,57.45
4107,2024-06-01,5452865,8085523.2,0.6744,59.77
4107,2024-07-01,5290763,7492570.6,0.7061,61.21
4107,2024-08-01,5107698,7314159.2,0.6983,61.66
4107,2024-09-01,5925723,7797802.6,0.7599,65.56
4107,2024-10-01,6609909,8598488.8,0.7687,66.23
4107,2024-11-01,6038887,8125699.4,0.7432,67.69
4107,2024-12-01,5971478,7981611.0,0.7482,67.48
4107,2025-01-01,5524447,7580505.6,0.7288,68.79
4107,2025-02-01,5267306,7226491.2,0.7289,71.32
4107,2025-03-01,6031215,8215087.8,0.7342,73.4
4107,2025-04-01,6281629,8172609.6,0.7686,75.71
4107,2025-05-01,3131081,8488588.0,0.3689,73.66
4108,2020-07-01,1499394,6038614.6,0.2483,6.39
4108,2020-08-01,1630925,6020931.6,0.2709,7.74
4108,2020-09-01,2003829,6407354.6,0.3127,8.36
4108,2020-10-01,2311567,6976889.0,0.3313,9.48
4108,2020-11-01,2074435,6477345.2,0.3203,10.74
4108,2020-12-01,2100662,6349674.4,0.3308,11.79
4108,2021-01-01,2016844,6127512.2,0.3291,13.27
4108,2021-02-01,1938581,5878137.6,0.3298,14.94
4108,2021-03-01,2446403,6635112.800000001,0.3687,15.92
4108,2021-04-01,2557472,6459924.4,0.3959,17.6
4108,2021-05-01,2786207,6727491.0,0.4142,19.54
4108,2021-06-01,3108951,6517051.0,0.477,21.33
4108,2021-07-01,3081950,6038614.6,0.5104,23.39
4108,2021-08-01,3093250,6020931.6,0.5137,24.66
4108,2021-09-01,3478189,6407354.6,0.5428,25.33
4108,2021-10-01,3932187,6976889.0,0.5636,26.35
4108,2021-11-01,3971838,6477345.2,0.6132,27.6
4108,2021-12-01,3677918,6349674.4,0.5792,27.69
4108,2022-01-01,3076055,6127512.2,0.502,28.49
4108,2022-02-01,3461864,5878137.6,0.5889,30.27
4108,2022-03-01,4204275,6635112.800000001,0.6336,32.36
4108,2022-04-01,3963679,6459924.4,0.6136,34.12
4108,2022-05-01,4159269,6727491.0,0.6182,35.4
4108,2022-06-01,4128215,6517051.0,0.6334,37.67
4108,2022-07-01,3691833,6038614.6,0.6114,39.8
4108,2022-08-01,3901743,6020931.6,0.648,40.49
4108,2022-09-01,4374675,6407354.6,0.6828,41.36
4108,2022-10-01,4571863,6976889.0,0.6553,42.08
4108,2022-11-01,4396754,6477345.2,0.6788,43.22
4108,2022-12-01,4331490,6349674.4,0.6822,44.17
4108,2023-01-01,4267926,6127512.2,0.6965,45.4
4108,2023-02-01,4081186,5878137.6,0.6943,46.14
4108,2023-03-01,4847315,6635112.800000001,0.7306,46.37
4108,2023-04-01,4499643,6459924.4,0.6965,47.47
4108,2023-05-01,4990206,6727491.0,0.7418,47.81
4108,2023-06-01,4663716,6517051.0,0.7156,49.59
4108,2023-07-01,4219756,6038614.6,0.6988,51.07
4108,2023-08-01,4365027,6020931.6,0.725,51.28
4108,2023-09-01,4490167,6407354.6,0.7008,51.67
4108,2023-10-01,4958363,6976889.0,0.7107,51.61
4108,2023-11-01,4757845,6477345.2,0.7345,52.99
4108,2023-12-01,4558682,6349674.4,0.7179,54.63
4108,2024-01-01,4446426,6127512.2,0.7256,55.05
4108,2024-02-01,4358991,5878137.6,0.7416,55.81
4108,2024-03-01,4697709,6635112.800000001,0.708,56.36
4108,2024-04-01,4839697,6459924.4,0.7492,56.36
4108,2024-05-01,5112965,6727491.0,0.76,57.45
4108,2024-06-01,4574958,6517051.0,0.702,59.93
4108,2024-07-01,4401070,6038614.6,0.7288,61.49
4108,2024-08-01,4349892,6020931.6,0.7225,61.87
4108,2024-09-01,4999579,6407354.6,0.7803,64.83
4108,2024-10-01,5434166,6976889.0,0.7789,65.77
4108,2024-11-01,4977017,6477345.2,0.7684,67.52
4108,2024-12-01,4892945,6349674.4,0.7706,67.84
4108,2025-01-01,4777370,6127512.2,0.7797,69.37
4108,2025-02-01,4520189,5878137.6,0.769,71.23
4108,2025-03-01,5113769,6635112.800000001,0.7707,72.94
4108,2025-04-01,5192822,6459924.4,0.8039,74.94
4108,2025-05-01,2645358,6727491.0,0.3932,72.83
4109,2020-07-01,685946,2697540.0,0.2543,9.14
4109,2020-08-01,749508,2690621.8,0.2786,10.58
4109,2020-09-01,919871,2958345.6,0.3109,10.51
4109,2020-10-01,1023877,3216330.6,0.3183,11.3
4109,2020-11-01,928221,2953296.0,0.3143,12.26
4109,2020-12-01,915895,2780152.8,0.3294,13.19
4109,2021-01-01,862535,2675629.4,0.3224,14.45
4109,2021-02-01,832212,2693275.4,0.309,16.25
4109,2021-03-01,1082241,3081264.0,0.3512,17.24
4109,2021-04-01,1132990,2969921.4,0.3815,18.58
4109,2021-05-01,1207841,3029938.6,0.3986,19.76
4109,2021-06-01,1289110,2816346.2,0.4577,20.98
4109,2021-07-01,1273643,2697540.0,0.4721,22.2
4109,2021-08-01,1305202,2690621.8,0.4851,22.8
4109,2021-09-01,1597686,2958345.6,0.5401,24.67
4109,2021-10-01,1774364,3216330.6,0.5517,25.08
4109,2021-11-01,1680239,2953296.0,0.5689,25.64
4109,2021-12-01,1532443,2780152.8,0.5512,25.13
4109,2022-01-01,1279878,2675629.4,0.4783,25.29
4109,2022-02-01,1520510,2693275.4,0.5646,28.76
4109,2022-03-01,1839867,3081264.0,0.5971,30.04
4109,2022-04-01,1725883,2969921.4,0.5811,32.19
4109,2022-05-01,1763087,3029938.6,0.5819,31.93
4109,2022-06-01,1664489,2816346.2,0.591,32.24
4109,2022-07-01,1523059,2697540.0,0.5646,34.38
4109,2022-08-01,1555253,2690621.8,0.578,35.23
4109,2022-09-01,1856303,2958345.6,0.6275,38.97
4109,2022-10-01,1983016,3216330.6,0.6165,40.06
4109,2022-11-01,1845011,2953296.0,0.6247,40.54
4109,2022-12-01,1727457,2780152.8,0.6214,40.49
4109,2023-01-01,1724150,2675629.4,0.6444,41.05
4109,2023-02-01,1752017,2693275.4,0.6505,43.48
4109,2023-03-01,2026446,3081264.0,0.6577,42.49
4109,2023-04-01,1874131,2969921.4,0.631,44.44
4109,2023-05-01,1996512,3029938.6,0.6589,43.09
4109,2023-06-01,1768575,2816346.2,0.628,43.39
4109,2023-07-01,1671989,2697540.0,0.6198,45.24
4109,2023-08-01,1715227,2690621.8,0.6375,45.3
4109,2023-09-01,1917480,2958345.6,0.6482,48.22
4109,2023-10-01,2127666,3216330.6,0.6615,47.79
4109,2023-11-01,1948050,2953296.0,0.6596,48.39
4109,2023-12-01,1789324,2780152.8,0.6436,48.79
4109,2024-01-01,1752107,2675629.4,0.6548,49.15
4109,2024-02-01,1837085,2693275.4,0.6821,51.22
4109,2024-03-01,1974645,3081264.0,0.6409,50.74
4109,2024-04-01,1927893,2969921.4,0.6491,51.56
4109,2024-05-01,1907640,3029938.6,0.6296,50.31
4109,2024-06-01,1749435,2816346.2,0.6212,52.04
4109,2024-07-01,1736564,2697540.0,0.6438,53.95
4109,2024-08-01,1710508,2690621.8,0.6357,54.83
4109,2024-09-01,2128753,2958345.6,0.7196,61.97
4109,2024-10-01,2280637,3216330.6,0.7091,62.78
4109,2024-11-01,1953635,2953296.0,0.6615,63.68
4109,2024-12-01,1839609,2780152.8,0.6617,62.88
4109,2025-01-01,1767108,2675629.4,0.6604,64.4
4109,2025-02-01,1890287,2693275.4,0.7019,67.36
4109,2025-03-01,2085387,3081264.0,0.6768,67.88
4109,2025-04-01,2097291,2969921.4,0.7062,70.84
4109,2025-05-01,1066498,3029938.6,0.352,66.98
4110,2020-07-01,500102,1870706.4,0.2673,8.1
4110,2020-08-01,533800,1801326.8,0.2963,9.41
4110,2020-09-01,661981,1907761.8,0.347,9.27
4110,2020-10-01,746248,2061106.6,0.3621,9.87
4110,2020-11-01,673578,1946386.4,0.3461,10.7
4110,2020-12-01,643006,1930404.8,0.3331,11.57
4110,2021-01-01,632313,1897042.4,0.3333,12.9
4110,2021-02-01,606316,1800565.4,0.3367,14.28
4110,2021-03-01,771802,2060813.2,0.3745,15.13
4110,2021-04-01,817082,1979671.6,0.4127,16.46
4110,2021-05-01,876548,2097592.8,0.4179,17.93
4110,2021-06-01,946716,2018425.8,0.469,19.58
4110,2021-07-01,949481,1870706.4,0.5076,21.04
4110,2021-08-01,940341,1801326.8,0.522,21.25
4110,2021-09-01,1038004,1907761.8,0.5441,20.36
4110,2021-10-01,1167967,2061106.6,0.5667,20.32
4110,2021-11-01,1121295,1946386.4,0.5761,21.13
4110,2021-12-01,1054792,1930404.8,0.5464,21.3
4110,2022-01-01,890576,1897042.4,0.4695,21.98
4110,2022-02-01,954379,1800565.4,0.53,23.36
4110,2022-03-01,1164203,2060813.2,0.5649,24.59
4110,2022-04-01,1110800,1979671.6,0.5611,26.78
4110,2022-05-01,1169927,2097592.8,0.5577,27.61
4110,2022-06-01,1133511,2018425.8,0.5616,29.76
4110,2022-07-01,997432,1870706.4,0.5332,32.13
4110,2022-08-01,1031507,1801326.8,0.5726,32.6
4110,2022-09-01,1130590,1907761.8,0.5926,32.86
4110,2022-10-01,1136628,2061106.6,0.5515,33.06
4110,2022-11-01,1123955,1946386.4,0.5775,34.12
4110,2022-12-01,1104817,1930404.8,0.5723,34.5
4110,2023-01-01,1107154,1897042.4,0.5836,35.48
4110,2023-02-01,1032169,1800565.4,0.5732,36.17
4110,2023-03-01,1236216,2060813.2,0.5999,36.12
4110,2023-04-01,1141764,1979671.6,0.5767,37.41
4110,2023-05-01,1281711,2097592.8,0.611,37.67
4110,2023-06-01,1180722,2018425.8,0.585,39.75
4110,2023-07-01,1064803,1870706.4,0.5692,41.63
4110,2023-08-01,1056148,1801326.8,0.5863,41.03
4110,2023-09-01,1097233,1907761.8,0.5751,40.31
4110,2023-10-01,1177917,2061106.6,0.5715,39.59
4110,2023-11-01,1134061,1946386.4,0.5826,41.41
4110,2023-12-01,1100480,1930404.8,0.5701,42.31
4110,2024-01-01,1019748,1897042.4,0.5375,43.34
4110,2024-02-01,1025065,1800565.4,0.5693,43.85
4110,2024-03-01,1167455,2060813.2,0.5665,44.22
4110,2024-04-01,1104404,1979671.6,0.5579,44.63
4110,2024-05-01,1233865,2097592.8,0.5882,45.68
4110,2024-06-01,1132611,2018425.8,0.5611,48.87
4110,2024-07-01,1091172,1870706.4,0.5833,50.82
4110,2024-08-01,1059563,1801326.8,0.5882,50.8
4110,2024-09-01,1173726,1907761.8,0.6152,56.7
4110,2024-10-01,1378076,2061106.6,0.6686,58.16
4110,2024-11-01,1263989,1946386.4,0.6494,59.31
4110,2024-12-01,1238833,1930404.8,0.6417,59.8
4110,2025-01-01,1222464,1897042.4,0.6444,61.28
4110,2025-02-01,1159027,1800565.4,0.6437,62.73
4110,2025-03-01,1332303,2060813.2,0.6465,64.23
4110,2025-04-01,1352766,1979671.6,0.6833,66.53
4110,2025-05-01,725622,2097592.8,0.3459,65.05
4111,2020-07-01,619837,1938623.6,0.3197,7.38
4111,2020-08-01,642213,1953204.6,0.3288,8.05
4111,2020-09-01,784034,2067361.4,0.3792,7.82
4111,2020-10-01,881623,2243096.2,0.393,8.41
4111,2020-11-01,801822,2090351.0,0.3836,9.3
4111,2020-12-01,806869,2037542.4,0.396,10.28
4111,2021-01-01,774500,1984344.0,0.3903,11.38
4111,2021-02-01,725137,1892886.0,0.3831,12.68
4111,2021-03-01,939771,2156892.0,0.4357,13.65
4111,2021-04-01,969134,2039622.0,0.4752,14.62
4111,2021-05-01,1018951,2159113.8,0.4719,15.91
4111,2021-06-01,1084478,2113174.2,0.5132,17.42
4111,2021-07-01,1062400,1938623.6,0.548,19.07
4111,2021-08-01,1069187,1953204.6,0.5474,19.88
4111,2021-09-01,1202309,2067361.4,0.5816,20.11
4111,2021-10-01,1348795,2243096.2,0.6013,19.62
4111,2021-11-01,1305920,2090351.0,0.6247,20.31
4111,2021-12-01,1221908,2037542.4,0.5997,20.5
4111,2022-01-01,1080944,1984344.0,0.5447,21.13
4111,2022-02-01,1144903,1892886.0,0.6048,22.53
4111,2022-03-01,1404052,2156892.0,0.651,23.88
4111,2022-04-01,1290767,2039622.0,0.6328,25.81
4111,2022-05-01,1368089,2159113.8,0.6336,26.48
4111,2022-06-01,1335042,2113174.2,0.6318,28.96
4111,2022-07-01,1186181,1938623.6,0.6119,31.74
4111,2022-08-01,1217814,1953204.6,0.6235,32.01
4111,2022-09-01,1357428,2067361.4,0.6566,32.47
4111,2022-10-01,1398780,2243096.2,0.6236,32.38
4111,2022-11-01,1336657,2090351.0,0.6394,33.13
4111,2022-12-01,1300289,2037542.4,0.6382,33.77
4111,2023-01-01,1328855,1984344.0,0.6697,34.71
4111,2023-02-01,1259160,1892886.0,0.6652,35.55
4111,2023-03-01,1503731,2156892.0,0.6972,35.49
4111,2023-04-01,1342765,2039622.0,0.6583,37.02
4111,2023-05-01,1510625,2159113.8,0.6997,36.76
4111,2023-06-01,1386626,2113174.2,0.6562,39.03
4111,2023-07-01,1255876,1938623.6,0.6478,41.05
4111,2023-08-01,1317225,1953204.6,0.6744,41.28
4111,2023-09-01,1340841,2067361.4,0.6486,40.54
4111,2023-10-01,1424075,2243096.2,0.6349,39.45
4111,2023-11-01,1353011,2090351.0,0.6473,40.91
4111,2023-12-01,1266182,2037542.4,0.6214,42.32
4111,2024-01-01,1274022,1984344.0,0.642,42.86
4111,2024-02-01,1236943,1892886.0,0.6535,43.58
4111,2024-03-01,1372530,2156892.0,0.6363,43.61
4111,2024-04-01,1439347,2039622.0,0.7057,44.4
4111,2024-05-01,1534506,2159113.8,0.7107,45.32
4111,2024-06-01,1372384,2113174.2,0.6494,48.65
4111,2024-07-01,1286603,1938623.6,0.6637,51.07
4111,2024-08-01,1252975,1953204.6,0.6415,51.61
4111,2024-09-01,1452392,2067361.4,0.7025,57.18
4111,2024-10-01,1649239,2243096.2,0.7353,58.82
4111,2024-11-01,1512931,2090351.0,0.7238,59.71
4111,2024-12-01,1467834,2037542.4,0.7204,60.46
4111,2025-01-01,1510144,1984344.0,0.761,62.4
4111,2025-02-01,1428057,1892886.0,0.7544,64.31
4111,2025-03-01,1645967,2156892.0,0.7631,66.03
4111,2025-04-01,1645209,2039622.0,0.8066,68.22
4111,2025-05-01,863980,2159113.8,0.4002,65.48
4112,2020-07-01,915940,3169190.0,0.289,9.16
4112,2020-08-01,992910,3177633.4,0.3125,10.47
4112,2020-09-01,1221737,3291121.2,0.3712,9.59
4112,2020-10-01,1373691,3546387.8,0.3873,10.06
4112,2020-11-01,1239347,3333192.0,0.3718,11.06
4112,2020-12-01,1186697,3289268.8,0.3608,12.1
4112,2021-01-01,1060633,3241018.8000000003,0.3273,13.38
4112,2021-02-01,1033946,3077476.2,0.336,14.57
4112,2021-03-01,1324062,3506204.8,0.3776,15.36
4112,2021-04-01,1393637,3348458.0,0.4162,16.49
4112,2021-05-01,1475199,3494731.6,0.4221,17.67
4112,2021-06-01,1579611,3339673.0,0.473,18.85
4112,2021-07-01,1550405,3169190.0,0.4892,20.27
4112,2021-08-01,1560246,3177633.4,0.491,20.46
4112,2021-09-01,1722262,3291121.2,0.5233,20.17
4112,2021-10-01,1933874,3546387.8,0.5453,20.16
4112,2021-11-01,1854598,3333192.0,0.5564,20.6
4112,2021-12-01,1802978,3289268.8,0.5481,20.88
4112,2022-01-01,1569305,3241018.8000000003,0.4842,21.6
4112,2022-02-01,1690212,3077476.2,0.5492,22.83
4112,2022-03-01,2066811,3506204.8,0.5895,24.16
4112,2022-04-01,1926326,3348458.0,0.5753,25.97
4112,2022-05-01,2029872,3494731.6,0.5808,26.72
4112,2022-06-01,1990876,3339673.0,0.5961,28.59
4112,2022-07-01,1784439,3169190.0,0.5631,31.16
4112,2022-08-01,1836308,3177633.4,0.5779,31.94
4112,2022-09-01,1985633,3291121.2,0.6033,32.17
4112,2022-10-01,2110260,3546387.8,0.595,32.47
4112,2022-11-01,2008712,3333192.0,0.6026,32.9
4112,2022-12-01,1988208,3289268.8,0.6045,33.72
4112,2023-01-01,2013826,3241018.8000000003,0.6214,34.5
4112,2023-02-01,1921329,3077476.2,0.6243,35.39
4112,2023-03-01,2285894,3506204.8,0.652,35.15
4112,2023-04-01,2038516,3348458.0,0.6088,36.68
4112,2023-05-01,2264881,3494731.6,0.6481,36.47
4112,2023-06-01,2091281,3339673.0,0.6262,38.13
4112,2023-07-01,1852525,3169190.0,0.5845,40.23
4112,2023-08-01,1999041,3177633.4,0.6291,40.32
4112,2023-09-01,2018754,3291121.2,0.6134,40.17
4112,2023-10-01,2251661,3546387.8,0.6349,40.12
4112,2023-11-01,2127390,3333192.0,0.6382,40.87
4112,2023-12-01,2033134,3289268.8,0.6181,42.06
4112,2024-01-01,2008079,3241018.8000000003,0.6196,42.63
4112,2024-02-01,1980495,3077476.2,0.6435,43.56
4112,2024-03-01,2157296,3506204.8,0.6153,43.75
4112,2024-04-01,2106523,3348458.0,0.6291,44.56
4112,2024-05-01,2270266,3494731.6,0.6496,45.67
4112,2024-06-01,2020984,3339673.0,0.6051,47.89
4112,2024-07-01,1893144,3169190.0,0.5974,50.48
4112,2024-08-01,1938434,3177633.4,0.61,50.72
4112,2024-09-01,2201011,3291121.2,0.6688,55.53
4112,2024-10-01,2430033,3546387.8,0.6852,57.0
4112,2024-11-01,2187429,3333192.0,0.6563,57.78
4112,2024-12-01,2142381,3289268.8,0.6513,58.72
4112,2025-01-01,2125708,3241018.8000000003,0.6559,60.36
4112,2025-02-01,2032959,3077476.2,0.6606,62.95
4112,2025-03-01,2299667,3506204.8,0.6559,64.9
4112,2025-04-01,2293035,3348458.0,0.6848,67.42
4112,2025-05-01,1220317,3494731.6,0.3492,64.91
4121,2020-07-01,2318456,15659049.0,0.1481,8.62
4121,2020-08-01,2627155,15652823.8,0.1678,10.33
4121,2020-09-01,3244444,15845742.6,0.2048,11.45
4121,2020-10-01,3729157,17070399.6,0.2185,12.97
4121,2020-11-01,3261114,15312796.4,0.213,14.17
4121,2020-12-01,3158974,15320351.4,0.2062,15.11
4121,2021-01-01,3021312,14179277.0,0.2131,17.04
4121,2021-02-01,2910786,13950572.4,0.2086,19.49
4121,2021-03-01,3933420,16034644.8,0.2453,20.62
4121,2021-04-01,4242600,15899669.2,0.2668,22.54
4121,2021-05-01,5021703,16338840.4,0.3073,24.76
4121,2021-06-01,6035225,16116927.0,0.3745,26.15
