STATION,LINENAME,station_id,Complex ID,Complex Name,Daytime Routes
WHITEHALL S-FRY,R1,WHITEHALL S-FRY_R1,635,Whitehall St-South Ferry,1 R W
WHITEHALL S-FRY,R1W,WHITEHALL S-FRY_R1W,635,Whitehall St-South Ferry,1 R W
WHITEHALL ST,R1,WHITEHALL ST_R1,635,Whitehall St-South Ferry,1 R W
WHITLOCK AV,6,WHITLOCK AV_6,370,Whitlock Av,6
WHITLOCK AVE,6,WHITLOCK AVE_6,370,Whitlock Av,6
WILSON AV,L,WILSON AV_L,130,Wilson Av,L
WILSON AVE,L,WILSON AVE_L,130,Wilson Av,L
WINTHROP ST,25,WINTHROP ST_25,355,Winthrop St,2 5
WOODHAVEN BLVD,JZ,WOODHAVEN BLVD_JZ,83,Woodhaven Blvd,J Z
WOODHAVEN BLVD,MR,WOODHAVEN BLVD_MR,264,Woodhaven Blvd,M R
WOODLAWN,4,WOODLAWN_4,378,Woodlawn,4
WOODLAWN ROAD,4,WOODLAWN ROAD_4,378,Woodlawn,4
WORLD TRADE CTR,ACE23,WORLD TRADE CTR_ACE23,624,Chambers St/WTC/Park Place/Cortlandt St,2 3 A C E R W
WTC-CORTLANDT,1,WTC-CORTLANDT_1,328,WTC Cortlandt,1
YORK ST,F,YORK ST_F,235,York St,F
ZEREGA AV,6,ZEREGA AV_6,364,Zerega Av,6
ZEREGA AVE,6,ZEREGA AVE_6,364,Zerega Av,6
